Zoning,LotArea,LotShape,LandContour,Neighborhood,BldgType,YearRemodel,ExterCond,Foundation,CentralAir,TotRmsAbvGrd,Fireplaces,GarageCars,TotalFullBath,TotalHalfBath,SaleCondition,HouseAge,ConstArea,QIndex,Price_sqft,log(SalePrice),SalePrice
RM,5784,Reg,Lvl,OldTown,1Fam,1996,TA,BrkTil,Y,4,0,1.0,1.0,0.0,Normal,71,1076.0,40,84.85130111524164,11.421906066583059,91300
RM,8520,Reg,Lvl,OldTown,1Fam,1950,TA,PConc,Y,5,0,1.0,1.0,0.0,Normal,86,1416.0,40,70.2683615819209,11.507912923146684,99500
RM,9600,Reg,Lvl,OldTown,1Fam,1950,Gd,BrkTil,Y,7,0,2.0,2.0,0.0,Normal,99,2187.0,16,40.00914494741655,11.379394072345706,87500
RM,3500,Reg,Lvl,OldTown,1Fam,1950,TA,CBlock,Y,5,0,1.0,1.0,1.0,Normal,62,2004.0,35,54.89021956087824,11.608235644774552,110000
RM,8400,Reg,Lvl,OldTown,1Fam,1950,TA,BrkTil,Y,8,0,1.0,2.0,0.0,Normal,109,2924.0,42,54.719562243502054,11.982929094215963,160000
RM,3600,Reg,Lvl,OldTown,1Fam,2007,TA,BrkTil,Y,5,1,1.0,2.0,0.0,Normal,92,1912.0,42,62.23849372384937,11.686878772093667,119000
RM,17671,Reg,Lvl,OldTown,1Fam,1986,Gd,BrkTil,Y,8,1,2.0,1.0,1.0,Normal,127,2658.0,72,63.205417607223474,12.031719258385396,168000
RM,9000,Reg,Lvl,OldTown,1Fam,1988,Gd,PConc,Y,7,0,2.0,1.0,1.0,Normal,89,2132.0,63,67.07317073170732,11.870599909242044,143000
RM,8820,Reg,Lvl,OldTown,1Fam,1996,TA,BrkTil,Y,7,0,2.0,1.0,0.0,Normal,119,2957.0,30,42.23875549543456,11.73526869611367,124900
RM,9720,Reg,Lvl,OldTown,1Fam,2002,TA,PConc,Y,8,0,3.0,1.0,0.0,Normal,99,2262.0,42,64.7656940760389,11.894780707439258,146500
RL,21384,Reg,Lvl,BrkSide,1Fam,2004,TA,CBlock,Y,6,1,2.0,3.0,1.0,Normal,86,2900.0,30,77.06896551724138,12.31716669303576,223500
RL,4960,Reg,Lvl,BrkSide,1Fam,1982,TA,CBlock,Y,7,1,1.0,2.0,0.0,Normal,79,1951.0,35,70.22039979497694,11.827736204810263,137000
RM,6000,Reg,Lvl,BrkSide,1Fam,1950,TA,BrkTil,Y,6,0,1.0,1.0,0.0,Normal,73,1996.0,24,64.12825651302605,11.759785542901755,128000
RM,6000,Reg,Lvl,BrkSide,1Fam,2000,TA,BrkTil,Y,4,0,2.0,1.0,0.0,Normal,72,1874.0,54,71.98505869797225,11.812289042195847,134900
RM,6000,Reg,Lvl,BrkSide,1Fam,1997,TA,BrkTil,Y,5,1,1.0,2.0,0.0,Normal,84,2232.0,40,52.41935483870968,11.669929213779893,117000
RM,6000,Reg,Lvl,BrkSide,1Fam,1950,TA,BrkTil,Y,6,0,1.0,1.0,0.0,Normal,85,1610.0,25,57.7639751552795,11.440354772135393,93000
RM,6911,Reg,Lvl,BrkSide,1Fam,1950,TA,PConc,Y,5,0,2.0,1.0,0.0,Normal,85,2446.0,25,40.88307440719542,11.512925464970229,100000
RM,6120,Reg,Lvl,BrkSide,1Fam,1995,TA,BrkTil,Y,6,0,1.0,1.0,0.0,Normal,74,2457.0,28,54.13105413105413,11.79810440720389,133000
RM,6120,Reg,Lvl,BrkSide,1Fam,1993,TA,BrkTil,Y,5,0,1.0,2.0,0.0,Normal,78,1590.0,35,66.0377358490566,11.56171562913966,105000
RM,6120,Reg,Lvl,BrkSide,1Fam,1999,TA,BrkTil,Y,5,0,1.0,1.0,0.0,Abnorml,84,1955.0,30,58.8235294117647,11.652687407345388,115000
RM,6120,Reg,Lvl,BrkSide,1Fam,1950,TA,BrkTil,Y,6,1,1.0,2.0,0.0,Normal,71,2534.0,30,59.194948697711126,11.918390573078392,150000
RM,8094,Reg,Lvl,OldTown,1Fam,1950,TA,PConc,Y,8,0,2.0,2.0,0.0,Normal,94,2816.0,36,55.04261363636363,11.951180395901384,155000
RM,2500,Reg,Lvl,OldTown,1Fam,2005,TA,PConc,Y,7,1,1.0,2.0,1.0,Normal,94,2736.0,56,56.65204678362573,11.951180395901384,155000
RM,9928,Reg,Lvl,OldTown,1Fam,1994,Gd,BrkTil,Y,8,0,1.0,2.0,0.0,Normal,94,2616.0,56,68.7691131498471,12.100156419938624,179900
RM,6876,Reg,Lvl,IDOTRR,1Fam,1950,TA,CBlock,Y,8,0,1.0,3.0,0.0,Normal,82,2650.0,30,56.22641509433962,11.911701584927597,149000
RM,6240,Reg,Lvl,IDOTRR,1Fam,1950,TA,CBlock,Y,5,0,2.0,1.0,0.0,Normal,84,1988.0,20,51.81086519114688,11.542484267211773,103000
RM,5160,Reg,Lvl,IDOTRR,1Fam,1950,Gd,PConc,Y,5,0,0.0,2.0,0.0,Abnorml,86,1750.0,24,40.0,11.156250521031495,70000
RL,10547,IR1,Lvl,Edwards,Duplex,1978,TA,PConc,Y,6,0,1.0,4.0,0.0,Normal,31,2304.0,25,69.40104166666667,11.982303898822046,159900
RL,12886,IR1,Lvl,Sawyer,1Fam,1999,TA,CBlock,Y,6,1,2.0,2.0,1.0,Normal,46,1984.0,30,88.20564516129032,12.072541252905651,175000
RL,8816,Reg,Lvl,Sawyer,1Fam,1963,TA,PConc,Y,5,0,2.0,2.0,0.0,Normal,46,2242.0,30,61.99821587867975,11.842229212112828,139000
RL,11184,Reg,Lvl,Sawyer,1Fam,1978,TA,CBlock,Y,7,1,2.0,2.0,1.0,Normal,31,2601.0,30,66.32064590542099,12.058152515453552,172500
RL,11625,Reg,Lvl,Sawyer,1Fam,1967,TA,CBlock,Y,6,1,1.0,1.0,1.0,Abnorml,42,2104.0,30,53.944866920152094,11.639558115903595,113500
RL,7800,Reg,Lvl,Sawyer,1Fam,2004,TA,PConc,Y,5,0,1.0,1.0,0.0,Normal,42,1763.0,35,73.7379466817924,11.77528972943772,130000
RL,8014,IR1,Lvl,Sawyer,1Fam,1978,TA,CBlock,Y,5,1,2.0,1.0,1.0,Normal,31,1490.0,30,100.60402684563758,11.917723684090689,149900
RL,7252,IR1,Lvl,Sawyer,1Fam,1982,TA,CBlock,Y,5,0,2.0,2.0,0.0,Normal,27,1716.0,25,78.61305361305361,11.812289042195847,134900
RL,8740,IR1,Lvl,Sawyer,1Fam,1982,TA,CBlock,Y,4,0,2.0,2.0,0.0,Normal,27,1700.0,30,80.58823529411765,11.827736204810263,137000
RL,11616,Reg,Lvl,Sawyer,1Fam,1962,TA,CBlock,Y,6,1,1.0,1.0,1.0,Normal,47,2184.0,25,63.64468864468864,11.842229212112828,139000
RL,15400,Reg,Lvl,Sawyer,1Fam,1961,TA,CBlock,Y,8,1,1.0,2.0,0.0,Normal,48,2326.0,25,70.9372312983663,12.013700752882718,165000
RL,15312,Reg,Lvl,Sawyer,1Fam,1960,TA,CBlock,Y,6,1,2.0,1.0,1.0,Normal,49,2276.0,30,65.02636203866432,11.904967552746252,148000
RL,17140,Reg,Lvl,Edwards,1Fam,1956,TA,CBlock,Y,6,0,1.0,1.0,0.0,Normal,53,2363.0,24,57.13076597545493,11.813030057420567,135000
RL,12342,IR1,Lvl,Edwards,1Fam,1950,TA,CBlock,Y,4,0,2.0,1.0,0.0,Normal,69,1722.0,20,47.90940766550523,11.320553572322773,82500
RL,15635,IR1,Lvl,Edwards,1Fam,1954,TA,CBlock,Y,6,0,2.0,1.0,0.0,Normal,55,1383.0,20,88.21402747650036,11.711776323715394,122000
RL,9855,Reg,Lvl,Edwards,1Fam,1956,TA,CBlock,Y,7,1,2.0,1.0,0.0,Normal,53,3125.0,30,40.8,11.755871643580617,127500
RL,9571,Reg,Lvl,Edwards,1Fam,1956,TA,CBlock,Y,5,0,1.0,2.0,0.0,Normal,53,2146.0,25,56.61696178937558,11.70766954176274,121500
RL,9350,Reg,Bnk,Edwards,1Fam,1950,TA,CBlock,Y,6,1,1.0,1.0,1.0,Normal,63,2386.0,42,64.71081307627828,11.947301916572814,154400
RL,9340,Reg,Lvl,Edwards,1Fam,1950,TA,CBlock,Y,4,0,1.0,2.0,0.0,Normal,68,1344.0,24,84.07738095238095,11.635143097694478,113000
RL,7440,Reg,Lvl,Edwards,1Fam,1954,TA,CBlock,Y,5,1,1.0,2.0,0.0,Normal,55,2178.0,30,57.3921028466483,11.736069016284437,125000
RL,4235,Reg,Lvl,Edwards,TwnhsE,1984,TA,CBlock,Y,5,0,1.0,3.0,0.0,Normal,25,2098.0,25,66.49189704480457,11.845819880243557,139500
RL,11409,Reg,Lvl,Edwards,1Fam,2008,TA,CBlock,Y,8,1,1.0,1.0,1.0,Normal,60,2484.0,20,52.73752012882448,11.782952602183288,131000
RL,9060,Reg,Lvl,Edwards,1Fam,1950,TA,BrkTil,Y,6,0,1.0,1.0,0.0,Normal,70,1818.0,30,57.755775577557756,11.56171562913966,105000
RL,10778,IR1,Lvl,SawyerW,1Fam,1991,TA,PConc,Y,4,0,2.0,2.0,1.0,Normal,19,2115.0,42,76.59574468085107,11.99535161421452,162000
RL,19255,IR1,Lvl,SawyerW,1Fam,1983,TA,CBlock,Y,5,1,2.0,1.0,1.0,Normal,26,1858.0,30,84.23035522066739,11.960811288962345,156500
RL,14684,IR1,Lvl,SawyerW,1Fam,1991,TA,CBlock,Y,7,1,3.0,2.0,0.0,Normal,19,4354.0,49,62.448323380799266,12.513189630620563,271900
RL,9317,Reg,Lvl,SawyerW,1Fam,1993,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,16,2515.0,35,84.69184890656064,12.269047444691562,213000
RL,10560,Reg,Lvl,SawyerW,1Fam,1994,Gd,PConc,Y,8,1,2.0,3.0,1.0,Normal,16,2958.0,35,81.10209601081812,12.387977448827787,239900
RL,9828,IR1,Lvl,SawyerW,1Fam,1995,TA,PConc,Y,8,1,2.0,2.0,1.0,Normal,14,3148.0,40,76.08005082592122,12.386308695833106,239500
RL,26400,Reg,Bnk,SawyerW,1Fam,2007,TA,PConc,Y,7,1,2.0,1.0,0.0,Normal,129,2016.0,35,64.98015873015873,11.782952602183288,131000
RL,10933,Reg,Lvl,CollgCr,1Fam,2009,TA,PConc,Y,8,1,3.0,2.0,1.0,Partial,0,3235.0,45,99.92642967542504,12.686218418914901,323262
RL,10637,Reg,Lvl,CollgCr,1Fam,2008,TA,PConc,Y,7,1,3.0,3.0,0.0,Normal,2,3423.0,40,86.76599474145486,12.601487417784837,297000
RL,10226,IR1,Lvl,CollgCr,1Fam,2008,TA,PConc,Y,8,1,3.0,3.0,0.0,Normal,1,3252.0,40,90.8650061500615,12.596400426884427,295493
RL,10816,IR1,Lvl,CollgCr,1Fam,2008,TA,PConc,Y,8,1,3.0,3.0,0.0,Normal,1,3440.0,45,96.51162790697674,12.712890247898626,332000
RL,9178,Reg,Lvl,CollgCr,1Fam,2008,TA,PConc,Y,6,1,3.0,2.0,0.0,Normal,1,2936.0,40,81.70980926430518,12.387977448827787,239900
RL,10769,IR1,Lvl,CollgCr,1Fam,2007,TA,PConc,Y,7,0,2.0,2.0,1.0,Normal,2,2634.0,40,80.48595292331055,12.26434155365415,212000
RL,11422,IR1,Lvl,CollgCr,1Fam,2008,TA,PConc,Y,7,2,2.0,3.0,0.0,Normal,2,3676.0,40,74.12948857453755,12.515393893085436,272500
RL,11923,IR1,Lvl,CollgCr,1Fam,2007,TA,PConc,Y,7,0,2.0,2.0,0.0,Normal,2,3600.0,45,66.38888888888889,12.384218830913648,239000
RL,8814,Reg,Lvl,CollgCr,1Fam,2006,TA,PConc,Y,8,1,2.0,3.0,1.0,Abnorml,3,3208.0,35,68.5785536159601,12.301382825334498,220000
RL,6762,Reg,Lvl,CollgCr,1Fam,2007,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,2,2572.0,35,77.76049766718506,12.206072645530174,200000
RL,10324,IR1,Lvl,CollgCr,1Fam,2008,TA,PConc,Y,5,0,3.0,3.0,0.0,Normal,1,2508.0,40,88.43700159489633,12.309531353898404,221800
RL,7314,Reg,Lvl,CollgCr,1Fam,2007,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,2,2464.0,35,78.93668831168831,12.178187442040638,194500
RL,11645,Reg,Lvl,CollgCr,1Fam,2006,TA,PConc,Y,7,1,3.0,2.0,0.0,Normal,4,2996.0,40,79.10547396528705,12.375815420117268,237000
RL,11646,IR1,Lvl,CollgCr,1Fam,2006,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,4,2126.0,30,81.37347130761994,12.061046873479915,173000
RL,15426,IR1,Lvl,CollgCr,1Fam,1997,TA,PConc,Y,7,0,2.0,3.0,1.0,Normal,12,2692.0,30,85.99554234769688,12.352335152508426,231500
RL,10859,Reg,Lvl,CollgCr,1Fam,1995,TA,PConc,Y,6,0,2.0,1.0,1.0,Normal,15,2194.0,25,66.08933454876937,11.884489021402711,145000
RL,8072,Reg,Lvl,CollgCr,1Fam,1995,Gd,PConc,Y,5,0,2.0,2.0,0.0,Normal,15,1980.0,25,69.6969696969697,11.835008964139341,138000
RL,10400,Reg,Lvl,CollgCr,1Fam,1998,TA,PConc,Y,6,0,2.0,2.0,1.0,Normal,11,2645.0,35,74.82041587901702,12.195517131590657,197900
RL,10335,IR1,Lvl,CollgCr,1Fam,1999,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,10,2991.0,35,68.20461384152458,12.225875272826354,204000
RL,9017,IR1,Lvl,CollgCr,1Fam,1999,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,10,2862.0,35,67.08595387840671,12.165250651009918,192000
RL,8750,Reg,Lvl,CollgCr,1Fam,1998,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,11,2700.0,30,74.07407407407408,12.206072645530174,200000
RL,8935,IR1,Lvl,CollgCr,1Fam,2002,TA,PConc,Y,7,0,2.0,2.0,1.0,Normal,7,2491.0,35,78.28181453231633,12.180754837545884,195000
RL,9808,IR1,Lvl,CollgCr,1Fam,2002,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,7,3146.0,35,72.15511760966307,12.332705296463539,227000
RL,12420,Reg,Lvl,CollgCr,1Fam,2001,TA,PConc,Y,6,0,2.0,3.0,1.0,Normal,8,2784.0,35,82.61494252873563,12.345834587905333,230000
RL,8430,Reg,HLS,CollgCr,1Fam,1978,TA,CBlock,Y,5,0,0.0,2.0,0.0,Normal,31,2080.0,25,59.61538461538461,11.728036844587175,124000
RL,16269,IR1,Lvl,CollgCr,1Fam,1978,TA,BrkTil,Y,5,0,1.0,1.0,0.0,Normal,31,1814.0,25,77.17750826901874,11.84939770159144,140000
RL,6950,IR1,Lvl,CollgCr,1Fam,1979,TA,CBlock,Y,5,0,2.0,2.0,0.0,Normal,30,1828.0,35,73.7964989059081,11.812289042195847,134900
RL,8800,IR1,Lvl,CollgCr,1Fam,2008,TA,CBlock,Y,5,0,2.0,2.0,0.0,Normal,32,2080.0,35,72.35576923076923,11.921718363171067,150500
RL,7000,IR1,Lvl,CollgCr,1Fam,2005,Gd,CBlock,Y,6,0,1.0,2.0,0.0,Normal,31,1728.0,40,78.99305555555556,11.824079893607152,136500
RL,9286,IR1,Lvl,CollgCr,1Fam,1989,TA,CBlock,Y,5,0,1.0,1.0,1.0,Normal,32,2536.0,35,56.58517350157729,11.874090314181814,143500
RL,15523,IR1,Lvl,CollgCr,1Fam,1972,TA,CBlock,Y,5,1,1.0,2.0,0.0,Normal,37,1728.0,30,77.25694444444444,11.801856756822442,133500
RL,7200,Reg,Lvl,CollgCr,1Fam,2003,Gd,CBlock,Y,5,0,1.0,1.0,1.0,Normal,37,1536.0,40,87.17447916666667,11.804848531679264,133900
RL,8445,Reg,Lvl,CollgCr,1Fam,2007,TA,CBlock,Y,5,0,2.0,2.0,0.0,Normal,37,1536.0,35,86.58854166666667,11.79810440720389,133000
RL,11664,Reg,Lvl,CollgCr,1Fam,2002,TA,PConc,Y,6,0,3.0,3.0,0.0,Normal,7,3180.0,35,78.61635220125787,12.429216196844383,250000
RL,12334,IR1,Lvl,CollgCr,1Fam,2003,TA,PConc,Y,8,1,2.0,2.0,1.0,Normal,6,3252.0,40,78.33640836408364,12.448037951084972,254750
RL,11838,Reg,Lvl,CollgCr,1Fam,2001,TA,PConc,Y,7,1,2.0,2.0,0.0,Normal,8,3541.0,40,66.7890426433211,12.373703486914124,236500
RL,11885,Reg,Lvl,CollgCr,1Fam,2001,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,8,3171.0,40,82.46609902239041,12.474189562487116,261500
RL,11050,Reg,Lvl,CollgCr,1Fam,2000,TA,PConc,Y,8,2,3.0,3.0,1.0,Normal,9,3593.0,45,87.11383245198998,12.65395846952229,313000
RL,8749,Reg,Lvl,CollgCr,1Fam,2002,TA,PConc,Y,6,0,2.0,2.0,1.0,Normal,7,2565.0,35,77.38791423001949,12.198544379109382,198500
RL,11250,Reg,Lvl,CollgCr,1Fam,2001,TA,PConc,Y,6,0,2.0,2.0,1.0,Normal,8,2814.0,35,74.98223169864961,12.259613412458204,211000
RL,11883,Reg,Lvl,CollgCr,1Fam,1996,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,13,3008.0,35,67.48670212765957,12.220961258023925,203000
RL,12782,Reg,Lvl,CollgCr,1Fam,2003,TA,PConc,Y,7,1,2.0,3.0,0.0,Normal,7,3650.0,40,76.57534246575342,12.540757571577291,279500
RL,8750,Reg,Lvl,CollgCr,1Fam,1998,TA,PConc,Y,7,1,2.0,3.0,0.0,Normal,12,2834.0,35,74.10021171489062,12.254862809699606,210000
RL,9375,Reg,Lvl,CollgCr,1Fam,1998,TA,PConc,Y,8,0,2.0,3.0,1.0,Normal,12,3091.0,35,71.01261727596247,12.299107511497363,219500
RL,8750,Reg,Lvl,CollgCr,1Fam,1996,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,13,2596.0,35,73.57473035439138,12.160028707028767,191000
RL,9100,Reg,Lvl,CollgCr,1Fam,2001,TA,PConc,Y,6,0,2.0,2.0,0.0,Normal,8,2424.0,35,73.43234323432343,12.089538829274222,178000
RL,9750,Reg,Lvl,CollgCr,1Fam,2001,TA,PConc,Y,6,1,2.0,2.0,0.0,Normal,9,3260.0,35,65.33742331288343,12.269047444691562,213000
RM,4435,Reg,Lvl,CollgCr,TwnhsE,2004,TA,PConc,Y,4,0,2.0,2.0,0.0,Normal,6,1696.0,30,84.90566037735849,11.877568578558138,144000
RM,4435,Reg,Lvl,CollgCr,TwnhsE,2003,TA,PConc,Y,4,0,2.0,2.0,0.0,Normal,6,1696.0,30,82.54716981132076,11.84939770159144,140000
RL,10200,Reg,Lvl,CollgCr,1Fam,2007,TA,PConc,Y,7,1,3.0,3.0,0.0,Normal,2,3180.0,40,92.20125786163523,12.588610248994634,293200
RL,9313,IR1,Lvl,CollgCr,1Fam,2004,TA,PConc,Y,7,0,2.0,2.0,1.0,Normal,5,2592.0,35,73.30246913580247,12.154779351142624,190000
RL,8487,Reg,Lvl,CollgCr,1Fam,2004,TA,PConc,Y,6,0,2.0,2.0,0.0,Normal,5,3000.0,35,63.333333333333336,12.154779351142624,190000
RL,8633,Reg,Lvl,CollgCr,1Fam,2005,TA,PConc,Y,7,0,2.0,3.0,1.0,Normal,4,2214.0,30,78.36495031616982,12.063932878369052,173500
RL,11069,Reg,Lvl,CollgCr,1Fam,2007,TA,PConc,Y,6,1,2.0,2.0,1.0,Normal,2,2004.0,30,84.83033932135729,12.043553716032399,170000
RL,8777,Reg,Lvl,Edwards,1Fam,2003,TA,CBlock,Y,5,0,2.0,2.0,0.0,Normal,60,1126.0,20,95.91474245115452,11.589886506106357,108000
RL,9937,Reg,Lvl,Edwards,1Fam,1999,Gd,PConc,Y,7,0,2.0,2.0,0.0,Normal,45,2972.0,35,56.191117092866754,12.025749091398891,167000
RL,8877,Reg,Lvl,Edwards,1Fam,1958,TA,CBlock,Y,3,1,1.0,2.0,0.0,Normal,71,1632.0,24,61.27450980392157,11.512925464970229,100000
RL,7950,IR1,Bnk,Edwards,1Fam,1977,TA,CBlock,Y,6,0,2.0,1.0,1.0,Normal,32,2116.0,36,75.37807183364839,11.979799201207037,159500
RL,7200,Reg,Lvl,Edwards,1Fam,1976,TA,CBlock,Y,6,1,1.0,2.0,0.0,Abnorml,33,2166.0,36,57.71006463527239,11.736069016284437,125000
RL,13286,IR1,Lvl,Edwards,1Fam,2008,TA,PConc,Y,8,1,3.0,3.0,0.0,Normal,2,3396.0,45,94.22850412249706,12.676076274775909,320000
RL,6410,Reg,HLS,Edwards,1Fam,1959,TA,CBlock,Y,5,0,1.0,1.0,0.0,Normal,50,1752.0,20,48.51598173515982,11.350406535472453,85000
RL,11767,Reg,Lvl,Edwards,1Fam,1950,TA,CBlock,Y,6,0,1.0,2.0,0.0,Normal,59,2446.0,25,49.05968928863451,11.695247021764184,120000
RL,4060,Reg,Lvl,Edwards,1Fam,1950,TA,PConc,Y,4,0,0.0,1.0,0.0,Normal,87,1728.0,40,57.8125,11.511924964636645,99900
RL,10926,Reg,Lvl,Edwards,Duplex,1959,TA,CBlock,Y,10,0,0.0,2.0,0.0,Normal,50,3356.0,25,35.727056019070325,11.694413341015606,119900
RL,11767,Reg,Lvl,Edwards,1Fam,1956,TA,CBlock,Y,7,1,1.0,1.0,0.0,Normal,53,2710.0,25,38.191881918819185,11.547326891687561,103500
RL,8926,IR1,Lvl,Edwards,1Fam,1956,TA,CBlock,Y,5,0,1.0,1.0,0.0,Abnorml,53,1632.0,12,68.62745098039215,11.626254150277232,112000
RL,8212,Reg,Lvl,Edwards,1Fam,1950,TA,CBlock,Y,6,2,1.0,1.0,0.0,Normal,68,2018.0,30,60.45589692765114,11.711776323715394,122000
RL,10998,Reg,Lvl,Edwards,1Fam,1960,TA,CBlock,Y,6,0,2.0,2.0,0.0,Normal,68,2588.0,25,45.20865533230294,11.669929213779893,117000
RL,9900,Reg,Lvl,SWISU,1Fam,1950,TA,BrkTil,Y,7,1,1.0,2.0,0.0,Normal,69,2267.0,42,61.53506837229819,11.845819880243557,139500
RL,5707,Reg,Bnk,SWISU,1Fam,1950,TA,BrkTil,Y,6,1,1.0,1.0,1.0,Normal,74,1825.0,36,57.534246575342465,11.56171562913966,105000
RL,7804,Reg,Lvl,SWISU,1Fam,1950,TA,BrkTil,Y,7,2,2.0,3.0,0.0,Normal,81,3103.0,12,43.50628424105704,11.813030057420567,135000
RL,8574,Reg,Lvl,Crawfor,1Fam,2000,TA,BrkTil,Y,6,1,2.0,1.0,0.0,Normal,93,2048.0,48,72.021484375,11.901583454762012,147500
RL,6171,Reg,Lvl,SWISU,1Fam,1990,TA,BrkTil,Y,7,1,1.0,2.0,1.0,Normal,84,2584.0,36,53.19272445820433,11.83101549359339,137450
RL,7200,Reg,Lvl,SWISU,1Fam,2007,Gd,PConc,Y,6,0,2.0,2.0,0.0,Normal,73,1695.0,63,91.44542772861357,11.951180395901384,155000
RL,6292,Reg,Lvl,SWISU,1Fam,1950,TA,BrkTil,Y,6,1,1.0,2.0,1.0,Normal,81,2338.0,49,62.01881950384944,11.884489021402711,145000
RL,13680,Reg,HLS,Crawfor,1Fam,1950,TA,CBlock,Y,6,2,2.0,2.0,1.0,Normal,69,2407.0,30,85.16825924387204,12.230765258120545,205000
RL,7500,IR1,Bnk,Crawfor,1Fam,1950,TA,CBlock,Y,7,2,1.0,1.0,0.0,Normal,67,2265.0,42,78.36644591611478,12.086725887897607,177500
RL,9600,IR1,HLS,Crawfor,1Fam,1950,Gd,BrkTil,Y,7,2,1.0,2.0,1.0,Normal,69,2036.0,35,78.58546168958743,11.982929094215963,160000
RL,14680,IR1,HLS,Crawfor,1Fam,1960,TA,CBlock,Y,5,0,1.0,1.0,0.0,Normal,49,2546.0,20,60.879811468970935,11.951180395901384,155000
RL,13360,IR1,HLS,Crawfor,1Fam,2006,Gd,BrkTil,Y,5,0,2.0,2.0,0.0,Normal,88,1840.0,35,88.8586956521739,12.004568269319446,163500
RL,7681,IR1,Lvl,Crawfor,1Fam,1950,TA,BrkTil,Y,7,1,1.0,1.0,1.0,Normal,88,2074.0,30,74.68659594985535,11.95053502640496,154900
RL,12000,Reg,Bnk,Crawfor,1Fam,1950,TA,CBlock,Y,7,1,1.0,1.0,1.0,Normal,68,2268.0,49,76.94003527336861,12.069680020624618,174500
RL,13339,IR1,Lvl,Crawfor,1Fam,1960,TA,CBlock,Y,6,1,2.0,3.0,0.0,Normal,49,3122.0,36,61.819346572709804,12.170445467887022,193000
RL,13607,IR1,Lvl,Crawfor,1Fam,1986,Gd,CBlock,Y,6,1,2.0,3.0,1.0,Normal,23,2554.0,36,81.44087705559906,12.245293358683455,208000
RL,17597,Reg,Bnk,Crawfor,1Fam,2009,Gd,CBlock,Y,7,2,2.0,3.0,0.0,Normal,38,4168.0,63,75.57581573896353,12.66032791780777,315000
RL,21695,IR1,Lvl,Crawfor,1Fam,2007,Gd,CBlock,Y,5,1,2.0,3.0,0.0,Normal,21,2560.0,54,86.71875,12.310432660854417,222000
RM,10690,Reg,Lvl,IDOTRR,1Fam,1997,Gd,CBlock,Y,6,0,1.0,1.0,0.0,Normal,89,2016.0,35,72.91666666666667,11.898187865760873,147000
RM,3843,IR1,HLS,Crawfor,TwnhsE,2008,TA,PConc,Y,5,1,2.0,3.0,1.0,Partial,2,3244.0,40,70.90012330456227,12.345834587905333,230000
RL,10125,Reg,Lvl,Mitchel,1Fam,2001,TA,PConc,Y,7,1,3.0,2.0,1.0,Normal,9,3159.0,40,79.45552389996834,12.43320821811392,251000
RL,12822,IR1,Lvl,Mitchel,1Fam,2003,TA,PConc,Y,6,1,2.0,2.0,1.0,Abnorml,6,3583.0,35,66.89533910131175,12.387085012375499,239686
RL,12118,IR1,Lvl,Mitchel,1Fam,2005,TA,PConc,Y,7,1,2.0,2.0,0.0,Normal,5,3420.0,35,70.17543859649123,12.388394202324129,240000
RL,12209,IR1,Lvl,Mitchel,1Fam,2002,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,8,2765.0,30,77.75768535262206,12.2783933071098,215000
RL,9750,Reg,Lvl,Mitchel,1Fam,1977,TA,CBlock,Y,5,1,1.0,2.0,0.0,Normal,32,1828.0,36,85.58533916849015,11.960491749097029,156450
RL,9360,Reg,Bnk,Mitchel,1Fam,1977,TA,CBlock,Y,5,2,2.0,2.0,1.0,Normal,32,2244.0,42,77.09447415329768,12.061046873479915,173000
RL,10125,Reg,Lvl,Mitchel,Duplex,1977,TA,CBlock,Y,8,0,2.0,2.0,0.0,Normal,32,1734.0,25,72.66435986159169,11.744037185933616,126000
RL,9947,IR1,Lvl,Mitchel,1Fam,1991,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,19,2405.0,35,71.93347193347194,12.061046873479915,173000
RL,11070,Reg,Lvl,Mitchel,1Fam,1991,TA,PConc,Y,5,0,2.0,3.0,0.0,Abnorml,18,3177.0,25,47.843877872206484,11.931635799828413,152000
RL,14375,IR1,Lvl,Timber,1Fam,1958,TA,CBlock,Y,7,1,2.0,1.0,1.0,Abnorml,51,2163.0,36,63.56911696717522,11.831379196088763,137500
RL,12898,IR1,HLS,Timber,1Fam,2008,TA,PConc,Y,6,1,3.0,3.0,0.0,Normal,2,3240.0,45,97.37654320987654,12.661913960963405,315500
RL,13159,IR1,HLS,Timber,1Fam,2009,TA,PConc,Y,6,0,2.0,2.0,1.0,Partial,0,2538.0,35,88.45547675334909,12.321630986164447,224500
RL,13438,IR1,HLS,Timber,1Fam,2008,TA,CBlock,Y,9,1,3.0,3.0,0.0,Normal,1,4226.0,45,97.01845716990061,12.92391243868049,410000
